id_ps,ps,level,faculty,year,current_students,next_year_students,current_students_lag1
95007,Doktor Kepemimpinan dan Inovasi Kebijakan (Doktor Studi Kebijakan),S-3,Pascasarjana,2016,11.0,11.0,9.0
95002,Doktor Kependudukan,S-3,Pascasarjana,2016,1.0,4.0,0.0
47001,Doktor Kimia,S-3,MIPA,2016,16.0,11.0,8.0
63001,Doktor Manajemen dan Kebijakan Publik,S-3,ISIPOL,2016,5.0,5.0,5.0
44002,Doktor Matematika,S-3,MIPA,2016,5.0,8.0,8.0
95021,Doktor Pengkajian Amerika,S-3,Ilmu Budaya,2016,8.0,1.0,4.0
91001,Doktor Pengkajian Seni Pertunjukan dan Seni Rupa,S-3,Pascasarjana,2016,3.0,7.0,7.0
54003,Doktor Penyuluhan dan Komunikasi Pembangunan,S-3,Pascasarjana,2016,7.0,8.0,4.0
35001,Doktor Perencanaan Wilayah dan Kota,S-3,Teknik,2016,0.0,0.0,0.0
54062,Doktor Sain Veteriner,S-3,Kedokteran Hewan,2016,3.0,5.0,6.0
69001,Doktor Sosiologi,S-3,ISIPOL,2016,7.0,3.0,2.0
20001,Doktor Teknik Elektro,S-3,Teknik,2016,13.0,13.0,20.0
34001,Doktor Teknik Geologi,S-3,Teknik,2016,7.0,2.0,9.0
29001,Doktor Teknik Geomatika,S-3,Teknik,2016,2.0,1.0,1.0
26001,Doktor Teknik Industri,S-3,Teknik,2016,1.0,4.0,0.0
24001,Doktor Teknik Kimia,S-3,Teknik,2016,3.0,11.0,4.0
21001,Doktor Teknik Mesin,S-3,Teknik,2016,11.0,7.0,14.0
22001,Doktor Teknik Sipil,S-3,Teknik,2016,11.0,8.0,10.0
41011,Doktor Teknologi Industri Pertanian,S-3,Teknologi Pertanian,2016,0.0,0.0,0.0
76101,Magister Agama dan Lintas Budaya,S-2,Pascasarjana,2016,49.0,47.0,41.0
54104,Magister Agronomi,S-2,Pertanian,2016,20.0,14.0,17.0
62103,Magister Akuntansi,S-2,Ekonomika dan Bisnis,2016,187.0,85.0,240.0
82101,Magister Antropologi,S-2,Ilmu Budaya,2016,28.0,29.0,27.0
81101,Magister Arkeologi,S-2,Ilmu Budaya,2016,13.0,8.0,12.0
23101,Magister Arsitektur,S-2,Teknik,2016,43.0,39.0,40.0
68102,Magister Bioetika,S-2,Pascasarjana,2016,0.0,0.0,0.0
46101,Magister Biologi,S-2,Biologi,2016,69.0,81.0,49.0
46102,Magister Bioteknologi,S-2,Pascasarjana,2016,31.0,37.0,29.0
54102,Magister Ekonomi Pertanian,S-2,Pertanian,2016,14.0,17.0,20.0
60102,Magister Ekonomika Pembangunan,S-2,Ekonomika dan Bisnis,2016,223.0,139.0,121.0
48102,Magister Farmasi Klinik,S-2,Farmasi,2016,43.0,41.0,38.0
75101,Magister Filsafat,S-2,Filsafat,2016,14.0,20.0,15.0
45101,Magister Fisika,S-2,MIPA,2016,58.0,55.0,62.0
54111,Magister Fitopatologi,S-2,Pertanian,2016,5.0,10.0,17.0
51101,Magister Geografi,S-2,Geografi,2016,35.0,30.0,46.0
74105,Magister Hukum Bisnis dan Kenegaraan,S-2,Hukum,2016,95.0,83.0,108.0
74104,Magister Hukum Kesehatan,S-2,Hukum,2016,23.0,16.0,11.0
74103,Magister Hukum Litigasi,S-2,Hukum,2016,25.0,35.0,20.0
63102,Magister Ilmu Administrasi Publik,S-2,ISIPOL,2016,64.0,65.0,68.0
11101,Magister Ilmu Biomedik,S-2,KKMK,2016,57.0,44.0,44.0
41103,Magister Ilmu dan Teknologi Pangan,S-2,Teknologi Pertanian,2016,46.0,41.0,38.0
48101,Magister Ilmu Farmasi,S-2,Farmasi,2016,62.0,75.0,66.0
54106,Magister Ilmu Hama Tanaman,S-2,Pertanian,2016,9.0,8.0,20.0
64101,Magister Ilmu Hubungan Internasional,S-2,ISIPOL,2016,39.0,27.0,40.0
74101,Magister Ilmu Hukum,S-2,Hukum,2016,46.0,41.0,54.0
74171,Magister Ilmu Hukum (Kampus Jakarta),S-2,Hukum,2016,103.0,102.0,136.0
12101,Magister Ilmu Kedokteran Gigi,S-2,Kedokteran Gigi,2016,7.0,8.0,5.0
12102,Magister Ilmu Kedokteran Gigi Klinis,S-2,Kedokteran Gigi,2016,12.0,8.0,0.0
11103,Magister Ilmu Kedokteran Klinis,S-2,KKMK,2016,51.0,39.0,82.0
11104,Magister Ilmu Kedokteran Tropis,S-2,KKMK,2016,20.0,15.0,11.0
54151,Magister Ilmu Kehutanan,S-2,Kehutanan,2016,39.0,43.0,50.0
13101,Magister Ilmu Kesehatan Masyarakat,S-2,KKMK,2016,247.0,212.0,273.0
55101,Magister Ilmu Komputer,S-2,MIPA,2016,67.0,63.0,73.0
70101,Magister Ilmu Komunikasi,S-2,ISIPOL,2016,82.0,86.0,50.0
95129,Magister Ilmu Lingkungan,S-2,Pascasarjana,2016,76.0,61.0,77.0
11109,Magister Ilmu Pendidikan Kedokteran dan Kesehatan,S-2,KKMK,2016,12.0,5.0,12.0
54146,Magister Ilmu Perikanan,S-2,Pertanian,2016,6.0,5.0,8.0
54131,Magister Ilmu Peternakan,S-2,Peternakan,2016,35.0,35.0,41.0
54105,Magister Ilmu Tanah,S-2,Pertanian,2016,11.0,10.0,7.0
95127,Magister Kajian Budaya dan Media,S-2,Pascasarjana,2016,42.0,45.0,30.0
95124,Magister Kajian Budaya Timur Tengah,S-2,Ilmu Budaya,2016,0.0,0.0,0.0
95104,Magister Kajian Pariwisata,S-2,Pascasarjana,2016,33.0,31.0,26.0
13163,Magister Kebijakan dan Manajemen Kesehatan,S-2,KKMK,2016,0.0,0.0,0.0
74102,Magister Kenotariatan,S-2,Hukum,2016,198.0,167.0,188.0
95107,Magister Kepemimpinan dan Inovasi Kebijakan (Magister Studi Kebijakan),S-2,Pascasarjana,2016,0.0,0.0,6.0
95102,Magister Kependudukan,S-2,Pascasarjana,2016,5.0,27.0,9.0
14101,Magister Keperawatan,S-2,KKMK,2016,82.0,48.0,54.0
95128,Magister Ketahanan Nasional,S-2,Pascasarjana,2016,41.0,48.0,40.0
47101,Magister Kimia,S-2,MIPA,2016,62.0,64.0,66.0
79102,Magister Linguistik,S-2,Ilmu Budaya,2016,64.0,76.0,52.0
61101,Magister Manajemen,S-2,Ekonomika dan Bisnis,2016,239.0,294.0,239.0
61171,Magister Manajemen (Kampus Jakarta),S-2,Ekonomika dan Bisnis,2016,288.0,391.0,286.0
54101,Magister Manajemen Agribisnis,S-2,Pertanian,2016,59.0,35.0,29.0
61104,Magister Manajemen Bencana,S-2,Pascasarjana,2016,7.0,20.0,9.0
63101,Magister Manajemen dan Kebijakan Publik,S-2,ISIPOL,2016,52.0,40.0,36.0
48105,Magister Manajemen Farmasi,S-2,Farmasi,2016,0.0,0.0,0.0
86105,Magister Manajemen Pendidikan Tinggi,S-2,Pascasarjana,2016,16.0,22.0,17.0
44101,Magister Matematika,S-2,MIPA,2016,51.0,64.0,47.0
86102,Magister Pembangunan Sosial dan Kesejahteraan,S-2,ISIPOL,2016,23.0,28.0,19.0
54107,Magister Pemuliaan Tanaman,S-2,Pertanian,2016,7.0,6.0,3.0
51111,Magister Penginderaan Jauh,S-2,Geografi,2016,15.0,23.0,16.0
95121,Magister Pengkajian Amerika,S-2,Ilmu Budaya,2016,16.0,19.0,9.0
91101,Magister Pengkajian Seni Pertunjukan dan Seni Rupa,S-2,Pascasarjana,2016,17.0,21.0,19.0
54103,Magister Penyuluhan dan Komunikasi Pembangunan,S-2,Pascasarjana,2016,21.0,23.0,8.0
95103,Magister Perencanaan Wilayah dan Kota,S-2,Teknik,2016,87.0,0.0,83.0
67101,Magister Politik dan Pemerintahan,S-2,ISIPOL,2016,31.0,53.0,43.0
73101,Magister Psikologi,S-2,Psikologi,2016,63.0,68.0,78.0
73103,Magister Psikologi Profesi,S-2,Psikologi,2016,99.0,101.0,87.0
35102,Magister Rancang Kota,S-2,Teknik,2016,0.0,0.0,0.0
62101,Magister Sains Akuntansi,S-2,Ekonomika dan Bisnis,2016,64.0,60.0,56.0
60101,Magister Sains Ilmu Ekonomi,S-2,Ekonomika dan Bisnis,2016,28.0,24.0,15.0
61102,Magister Sains Manajemen,S-2,Ekonomika dan Bisnis,2016,73.0,62.0,40.0
54162,Magister Sains Veteriner,S-2,Kedokteran Hewan,2016,29.0,48.0,54.0
79101,Magister Sastra,S-2,Ilmu Budaya,2016,56.0,53.0,27.0
80101,Magister Sejarah,S-2,Ilmu Budaya,2016,15.0,16.0,7.0
22102,Magister Sistem dan Teknik Transportasi,S-2,Teknik,2016,53.0,53.0,44.0
69101,Magister Sosiologi,S-2,ISIPOL,2016,23.0,41.0,27.0
11123,Magister Teknik Biomedis,S-2,Pascasarjana,2016,0.0,0.0,0.0
20101,Magister Teknik Elektro,S-2,Teknik,2016,69.0,63.0,123.0
30101,Magister Teknik Fisika,S-2,Teknik,2016,10.0,6.0,0.0
34101,Magister Teknik Geologi,S-2,Teknik,2016,42.0,40.0,34.0
29101,Magister Teknik Geomatika,S-2,Teknik,2016,19.0,18.0,24.0
26101,Magister Teknik Industri,S-2,Teknik,2016,38.0,33.0,36.0
24101,Magister Teknik Kimia,S-2,Teknik,2016,46.0,46.0,32.0
21101,Magister Teknik Mesin,S-2,Teknik,2016,63.0,85.0,48.0
22105,Magister Teknik Pengelolaan Bencana Alam,S-2,Teknik,2016,13.0,12.0,20.0
41101,Magister Teknik Pertanian,S-2,Teknologi Pertanian,2016,6.0,9.0,5.0
22101,Magister Teknik Sipil,S-2,Teknik,2016,71.0,70.0,91.0
31103,Magister Teknik Sistem,S-2,Teknik,2016,29.0,20.0,11.0
41133,Magister Teknologi Hasil Perkebunan,S-2,Teknologi Pertanian,2016,6.0,8.0,3.0
41111,Magister Teknologi Industri Pertanian,S-2,Teknologi Pertanian,2016,15.0,15.0,7.0
59101,Magister Teknologi informasi,S-2,Teknik,2016,64.0,46.0,16.0
82001,Doktor Antropologi,S-3,Ilmu Budaya,2017,0.0,0.0,0.0
23001,Doktor Arsitektur,S-3,Teknik,2017,6.0,11.0,7.0
46001,Doktor Biologi,S-3,Biologi,2017,6.0,10.0,8.0
46002,Doktor Bioteknologi,S-3,Pascasarjana,2017,7.0,1.0,4.0
75001,Doktor Filsafat,S-3,Filsafat,2017,8.0,3.0,13.0
45001,Doktor Fisika,S-3,MIPA,2017,3.0,2.0,6.0
63002,Doktor Ilmu Administrasi Publik,S-3,ISIPOL,2017,2.0,4.0,2.0
62001,Doktor Ilmu Akuntansi,S-3,Ekonomika dan Bisnis,2017,5.0,10.0,8.0
60001,Doktor Ilmu Ekonomi,S-3,Ekonomika dan Bisnis,2017,2.0,5.0,4.0
48001,Doktor Ilmu Farmasi,S-3,Farmasi,2017,16.0,12.0,19.0
51001,Doktor Ilmu Geografi,S-3,Geografi,2017,10.0,8.0,9.0
74001,Doktor Ilmu Hukum,S-3,Hukum,2017,14.0,5.0,8.0
11001,Doktor Ilmu Kedokteran dan Kesehatan,S-3,KKMK,2017,44.0,49.0,59.0
12001,Doktor Ilmu Kedokteran Gigi,S-3,Kedokteran Gigi,2017,2.0,3.0,7.0
54051,Doktor Ilmu Kehutanan,S-3,Kehutanan,2017,16.0,2.0,12.0
95028,Doktor Ilmu Ketahanan Nasional,S-3,Pascasarjana,2017,0.0,0.0,0.0
55001,Doktor Ilmu Komputer,S-3,MIPA,2017,9.0,14.0,18.0
70001,Doktor Ilmu Komunikasi,S-3,ISIPOL,2017,0.0,0.0,0.0
95029,Doktor Ilmu Lingkungan,S-3,Pascasarjana,2017,6.0,7.0,7.0
61001,Doktor Ilmu Manajemen,S-3,Ekonomika dan Bisnis,2017,7.0,6.0,17.0
41021,Doktor Ilmu Pangan,S-3,Teknologi Pertanian,2017,10.0,5.0,6.0
54001,Doktor Ilmu Pertanian,S-3,Pertanian,2017,17.0,13.0,25.0
54031,Doktor Ilmu Peternakan,S-3,Peternakan,2017,4.0,2.0,17.0
67001,Doktor Ilmu Politik,S-3,ISIPOL,2017,7.0,6.0,7.0
73001,Doktor Ilmu Psikologi,S-3,Psikologi,2017,11.0,10.0,12.0
41001,Doktor Ilmu Teknik Pertanian,S-3,Teknologi Pertanian,2017,6.0,0.0,3.0
95031,Doktor Ilmu-Ilmu Humaniora,S-3,Ilmu Budaya,2017,28.0,30.0,33.0
76002,Doktor Inter-Religious Studies,S-3,Pascasarjana,2017,6.0,4.0,5.0
95027,Doktor Kajian Budaya dan Media,S-3,Pascasarjana,2017,4.0,9.0,9.0
95004,Doktor Kajian Pariwisata,S-3,Pascasarjana,2017,0.0,10.0,0.0
95007,Doktor Kepemimpinan dan Inovasi Kebijakan (Doktor Studi Kebijakan),S-3,Pascasarjana,2017,11.0,10.0,11.0
95002,Doktor Kependudukan,S-3,Pascasarjana,2017,4.0,1.0,1.0
47001,Doktor Kimia,S-3,MIPA,2017,11.0,5.0,16.0
63001,Doktor Manajemen dan Kebijakan Publik,S-3,ISIPOL,2017,5.0,3.0,5.0
44002,Doktor Matematika,S-3,MIPA,2017,8.0,7.0,5.0
95021,Doktor Pengkajian Amerika,S-3,Ilmu Budaya,2017,1.0,2.0,8.0
91001,Doktor Pengkajian Seni Pertunjukan dan Seni Rupa,S-3,Pascasarjana,2017,7.0,1.0,3.0
54003,Doktor Penyuluhan dan Komunikasi Pembangunan,S-3,Pascasarjana,2017,8.0,4.0,7.0
35001,Doktor Perencanaan Wilayah dan Kota,S-3,Teknik,2017,0.0,0.0,0.0
54062,Doktor Sain Veteriner,S-3,Kedokteran Hewan,2017,5.0,2.0,3.0
69001,Doktor Sosiologi,S-3,ISIPOL,2017,3.0,2.0,7.0
20001,Doktor Teknik Elektro,S-3,Teknik,2017,13.0,16.0,13.0
34001,Doktor Teknik Geologi,S-3,Teknik,2017,2.0,3.0,7.0
29001,Doktor Teknik Geomatika,S-3,Teknik,2017,1.0,3.0,2.0
26001,Doktor Teknik Industri,S-3,Teknik,2017,4.0,4.0,1.0
24001,Doktor Teknik Kimia,S-3,Teknik,2017,11.0,5.0,3.0
21001,Doktor Teknik Mesin,S-3,Teknik,2017,7.0,7.0,11.0
22001,Doktor Teknik Sipil,S-3,Teknik,2017,8.0,10.0,11.0
41011,Doktor Teknologi Industri Pertanian,S-3,Teknologi Pertanian,2017,0.0,0.0,0.0
76101,Magister Agama dan Lintas Budaya,S-2,Pascasarjana,2017,47.0,35.0,49.0
54104,Magister Agronomi,S-2,Pertanian,2017,14.0,22.0,20.0
62103,Magister Akuntansi,S-2,Ekonomika dan Bisnis,2017,85.0,89.0,187.0
82101,Magister Antropologi,S-2,Ilmu Budaya,2017,29.0,22.0,28.0
81101,Magister Arkeologi,S-2,Ilmu Budaya,2017,8.0,13.0,13.0
23101,Magister Arsitektur,S-2,Teknik,2017,39.0,42.0,43.0
68102,Magister Bioetika,S-2,Pascasarjana,2017,0.0,10.0,0.0
46101,Magister Biologi,S-2,Biologi,2017,81.0,42.0,69.0
46102,Magister Bioteknologi,S-2,Pascasarjana,2017,37.0,32.0,31.0
54102,Magister Ekonomi Pertanian,S-2,Pertanian,2017,17.0,13.0,14.0
60102,Magister Ekonomika Pembangunan,S-2,Ekonomika dan Bisnis,2017,139.0,129.0,223.0
48102,Magister Farmasi Klinik,S-2,Farmasi,2017,41.0,39.0,43.0
75101,Magister Filsafat,S-2,Filsafat,2017,20.0,24.0,14.0
45101,Magister Fisika,S-2,MIPA,2017,55.0,47.0,58.0
54111,Magister Fitopatologi,S-2,Pertanian,2017,10.0,11.0,5.0
51101,Magister Geografi,S-2,Geografi,2017,30.0,32.0,35.0
74105,Magister Hukum Bisnis dan Kenegaraan,S-2,Hukum,2017,83.0,81.0,95.0
74104,Magister Hukum Kesehatan,S-2,Hukum,2017,16.0,7.0,23.0
74103,Magister Hukum Litigasi,S-2,Hukum,2017,35.0,21.0,25.0
63102,Magister Ilmu Administrasi Publik,S-2,ISIPOL,2017,65.0,78.0,64.0
11101,Magister Ilmu Biomedik,S-2,KKMK,2017,44.0,34.0,57.0
41103,Magister Ilmu dan Teknologi Pangan,S-2,Teknologi Pertanian,2017,41.0,51.0,46.0
48101,Magister Ilmu Farmasi,S-2,Farmasi,2017,75.0,50.0,62.0
54106,Magister Ilmu Hama Tanaman,S-2,Pertanian,2017,8.0,11.0,9.0
64101,Magister Ilmu Hubungan Internasional,S-2,ISIPOL,2017,27.0,27.0,39.0
74101,Magister Ilmu Hukum,S-2,Hukum,2017,41.0,37.0,46.0
74171,Magister Ilmu Hukum (Kampus Jakarta),S-2,Hukum,2017,102.0,129.0,103.0
12101,Magister Ilmu Kedokteran Gigi,S-2,Kedokteran Gigi,2017,8.0,22.0,7.0
12102,Magister Ilmu Kedokteran Gigi Klinis,S-2,Kedokteran Gigi,2017,8.0,13.0,12.0
11103,Magister Ilmu Kedokteran Klinis,S-2,KKMK,2017,39.0,48.0,51.0
11104,Magister Ilmu Kedokteran Tropis,S-2,KKMK,2017,15.0,10.0,20.0
54151,Magister Ilmu Kehutanan,S-2,Kehutanan,2017,43.0,32.0,39.0
13101,Magister Ilmu Kesehatan Masyarakat,S-2,KKMK,2017,212.0,169.0,247.0
55101,Magister Ilmu Komputer,S-2,MIPA,2017,63.0,45.0,67.0
70101,Magister Ilmu Komunikasi,S-2,ISIPOL,2017,86.0,64.0,82.0
95129,Magister Ilmu Lingkungan,S-2,Pascasarjana,2017,61.0,65.0,76.0
11109,Magister Ilmu Pendidikan Kedokteran dan Kesehatan,S-2,KKMK,2017,5.0,10.0,12.0
54146,Magister Ilmu Perikanan,S-2,Pertanian,2017,5.0,17.0,6.0
54131,Magister Ilmu Peternakan,S-2,Peternakan,2017,35.0,36.0,35.0
54105,Magister Ilmu Tanah,S-2,Pertanian,2017,10.0,15.0,11.0
95127,Magister Kajian Budaya dan Media,S-2,Pascasarjana,2017,45.0,34.0,42.0
95124,Magister Kajian Budaya Timur Tengah,S-2,Ilmu Budaya,2017,0.0,0.0,0.0
95104,Magister Kajian Pariwisata,S-2,Pascasarjana,2017,31.0,20.0,33.0
13163,Magister Kebijakan dan Manajemen Kesehatan,S-2,KKMK,2017,0.0,0.0,0.0
74102,Magister Kenotariatan,S-2,Hukum,2017,167.0,125.0,198.0
95107,Magister Kepemimpinan dan Inovasi Kebijakan (Magister Studi Kebijakan),S-2,Pascasarjana,2017,0.0,21.0,0.0
95102,Magister Kependudukan,S-2,Pascasarjana,2017,27.0,18.0,5.0
14101,Magister Keperawatan,S-2,KKMK,2017,48.0,50.0,82.0
95128,Magister Ketahanan Nasional,S-2,Pascasarjana,2017,48.0,52.0,41.0
47101,Magister Kimia,S-2,MIPA,2017,64.0,58.0,62.0
79102,Magister Linguistik,S-2,Ilmu Budaya,2017,76.0,76.0,64.0
61101,Magister Manajemen,S-2,Ekonomika dan Bisnis,2017,294.0,307.0,239.0
61171,Magister Manajemen (Kampus Jakarta),S-2,Ekonomika dan Bisnis,2017,391.0,371.0,288.0
54101,Magister Manajemen Agribisnis,S-2,Pertanian,2017,35.0,34.0,59.0
61104,Magister Manajemen Bencana,S-2,Pascasarjana,2017,20.0,14.0,7.0
63101,Magister Manajemen dan Kebijakan Publik,S-2,ISIPOL,2017,40.0,28.0,52.0
48105,Magister Manajemen Farmasi,S-2,Farmasi,2017,0.0,0.0,0.0
86105,Magister Manajemen Pendidikan Tinggi,S-2,Pascasarjana,2017,22.0,20.0,16.0
44101,Magister Matematika,S-2,MIPA,2017,64.0,46.0,51.0
86102,Magister Pembangunan Sosial dan Kesejahteraan,S-2,ISIPOL,2017,28.0,26.0,23.0
54107,Magister Pemuliaan Tanaman,S-2,Pertanian,2017,6.0,12.0,7.0
51111,Magister Penginderaan Jauh,S-2,Geografi,2017,23.0,15.0,15.0
95121,Magister Pengkajian Amerika,S-2,Ilmu Budaya,2017,19.0,19.0,16.0
91101,Magister Pengkajian Seni Pertunjukan dan Seni Rupa,S-2,Pascasarjana,2017,21.0,24.0,17.0
54103,Magister Penyuluhan dan Komunikasi Pembangunan,S-2,Pascasarjana,2017,23.0,10.0,21.0
95103,Magister Perencanaan Wilayah dan Kota,S-2,Teknik,2017,0.0,71.0,87.0
67101,Magister Politik dan Pemerintahan,S-2,ISIPOL,2017,53.0,23.0,31.0
73101,Magister Psikologi,S-2,Psikologi,2017,68.0,52.0,63.0
73103,Magister Psikologi Profesi,S-2,Psikologi,2017,101.0,122.0,99.0
35102,Magister Rancang Kota,S-2,Teknik,2017,0.0,0.0,0.0
62101,Magister Sains Akuntansi,S-2,Ekonomika dan Bisnis,2017,60.0,44.0,64.0
60101,Magister Sains Ilmu Ekonomi,S-2,Ekonomika dan Bisnis,2017,24.0,14.0,28.0
61102,Magister Sains Manajemen,S-2,Ekonomika dan Bisnis,2017,62.0,44.0,73.0
54162,Magister Sains Veteriner,S-2,Kedokteran Hewan,2017,48.0,31.0,29.0
79101,Magister Sastra,S-2,Ilmu Budaya,2017,53.0,59.0,56.0
80101,Magister Sejarah,S-2,Ilmu Budaya,2017,16.0,20.0,15.0
22102,Magister Sistem dan Teknik Transportasi,S-2,Teknik,2017,53.0,44.0,53.0
69101,Magister Sosiologi,S-2,ISIPOL,2017,41.0,33.0,23.0
11123,Magister Teknik Biomedis,S-2,Pascasarjana,2017,0.0,0.0,0.0
20101,Magister Teknik Elektro,S-2,Teknik,2017,63.0,27.0,69.0
30101,Magister Teknik Fisika,S-2,Teknik,2017,6.0,8.0,10.0
34101,Magister Teknik Geologi,S-2,Teknik,2017,40.0,31.0,42.0
29101,Magister Teknik Geomatika,S-2,Teknik,2017,18.0,17.0,19.0
26101,Magister Teknik Industri,S-2,Teknik,2017,33.0,39.0,38.0
24101,Magister Teknik Kimia,S-2,Teknik,2017,46.0,48.0,46.0
21101,Magister Teknik Mesin,S-2,Teknik,2017,85.0,24.0,63.0
22105,Magister Teknik Pengelolaan Bencana Alam,S-2,Teknik,2017,12.0,14.0,13.0
41101,Magister Teknik Pertanian,S-2,Teknologi Pertanian,2017,9.0,19.0,6.0
22101,Magister Teknik Sipil,S-2,Teknik,2017,70.0,62.0,71.0
31103,Magister Teknik Sistem,S-2,Teknik,2017,20.0,41.0,29.0
41133,Magister Teknologi Hasil Perkebunan,S-2,Teknologi Pertanian,2017,8.0,8.0,6.0
41111,Magister Teknologi Industri Pertanian,S-2,Teknologi Pertanian,2017,15.0,10.0,15.0
59101,Magister Teknologi informasi,S-2,Teknik,2017,46.0,48.0,64.0
82001,Doktor Antropologi,S-3,Ilmu Budaya,2018,0.0,0.0,0.0
23001,Doktor Arsitektur,S-3,Teknik,2018,11.0,5.0,6.0
46001,Doktor Biologi,S-3,Biologi,2018,10.0,12.0,6.0
46002,Doktor Bioteknologi,S-3,Pascasarjana,2018,1.0,4.0,7.0
75001,Doktor Filsafat,S-3,Filsafat,2018,3.0,12.0,8.0
45001,Doktor Fisika,S-3,MIPA,2018,2.0,9.0,3.0
63002,Doktor Ilmu Administrasi Publik,S-3,ISIPOL,2018,4.0,4.0,2.0
62001,Doktor Ilmu Akuntansi,S-3,Ekonomika dan Bisnis,2018,10.0,8.0,5.0
60001,Doktor Ilmu Ekonomi,S-3,Ekonomika dan Bisnis,2018,5.0,5.0,2.0
48001,Doktor Ilmu Farmasi,S-3,Farmasi,2018,12.0,21.0,16.0
51001,Doktor Ilmu Geografi,S-3,Geografi,2018,8.0,15.0,10.0
74001,Doktor Ilmu Hukum,S-3,Hukum,2018,5.0,8.0,14.0
11001,Doktor Ilmu Kedokteran dan Kesehatan,S-3,KKMK,2018,49.0,57.0,44.0
12001,Doktor Ilmu Kedokteran Gigi,S-3,Kedokteran Gigi,2018,3.0,5.0,2.0
54051,Doktor Ilmu Kehutanan,S-3,Kehutanan,2018,2.0,13.0,16.0
95028,Doktor Ilmu Ketahanan Nasional,S-3,Pascasarjana,2018,0.0,0.0,0.0
55001,Doktor Ilmu Komputer,S-3,MIPA,2018,14.0,22.0,9.0
70001,Doktor Ilmu Komunikasi,S-3,ISIPOL,2018,0.0,0.0,0.0
95029,Doktor Ilmu Lingkungan,S-3,Pascasarjana,2018,7.0,7.0,6.0
61001,Doktor Ilmu Manajemen,S-3,Ekonomika dan Bisnis,2018,6.0,11.0,7.0
41021,Doktor Ilmu Pangan,S-3,Teknologi Pertanian,2018,5.0,14.0,10.0
54001,Doktor Ilmu Pertanian,S-3,Pertanian,2018,13.0,18.0,17.0
54031,Doktor Ilmu Peternakan,S-3,Peternakan,2018,2.0,9.0,4.0
67001,Doktor Ilmu Politik,S-3,ISIPOL,2018,6.0,5.0,7.0
73001,Doktor Ilmu Psikologi,S-3,Psikologi,2018,10.0,7.0,11.0
41001,Doktor Ilmu Teknik Pertanian,S-3,Teknologi Pertanian,2018,0.0,7.0,6.0
95031,Doktor Ilmu-Ilmu Humaniora,S-3,Ilmu Budaya,2018,30.0,27.0,28.0
76002,Doktor Inter-Religious Studies,S-3,Pascasarjana,2018,4.0,5.0,6.0
95027,Doktor Kajian Budaya dan Media,S-3,Pascasarjana,2018,9.0,5.0,4.0
95004,Doktor Kajian Pariwisata,S-3,Pascasarjana,2018,10.0,11.0,0.0
95007,Doktor Kepemimpinan dan Inovasi Kebijakan (Doktor Studi Kebijakan),S-3,Pascasarjana,2018,10.0,30.0,11.0
47001,Doktor Kimia,S-3,MIPA,2018,5.0,21.0,11.0
63001,Doktor Manajemen dan Kebijakan Publik,S-3,ISIPOL,2018,3.0,6.0,5.0
44002,Doktor Matematika,S-3,MIPA,2018,7.0,8.0,8.0
95021,Doktor Pengkajian Amerika,S-3,Ilmu Budaya,2018,2.0,6.0,1.0
91001,Doktor Pengkajian Seni Pertunjukan dan Seni Rupa,S-3,Pascasarjana,2018,1.0,3.0,7.0
54003,Doktor Penyuluhan dan Komunikasi Pembangunan,S-3,Pascasarjana,2018,4.0,10.0,8.0
35001,Doktor Perencanaan Wilayah dan Kota,S-3,Teknik,2018,0.0,0.0,0.0
54062,Doktor Sain Veteriner,S-3,Kedokteran Hewan,2018,2.0,6.0,5.0
69001,Doktor Sosiologi,S-3,ISIPOL,2018,2.0,7.0,3.0
20001,Doktor Teknik Elektro,S-3,Teknik,2018,16.0,24.0,13.0
34001,Doktor Teknik Geologi,S-3,Teknik,2018,3.0,2.0,2.0
29001,Doktor Teknik Geomatika,S-3,Teknik,2018,3.0,3.0,1.0
26001,Doktor Teknik Industri,S-3,Teknik,2018,4.0,12.0,4.0
24001,Doktor Teknik Kimia,S-3,Teknik,2018,5.0,8.0,11.0
21001,Doktor Teknik Mesin,S-3,Teknik,2018,7.0,8.0,7.0
22001,Doktor Teknik Sipil,S-3,Teknik,2018,10.0,8.0,8.0
41011,Doktor Teknologi Industri Pertanian,S-3,Teknologi Pertanian,2018,0.0,0.0,0.0
76101,Magister Agama dan Lintas Budaya,S-2,Pascasarjana,2018,35.0,46.0,47.0
54104,Magister Agronomi,S-2,Pertanian,2018,22.0,23.0,14.0
62103,Magister Akuntansi,S-2,Ekonomika dan Bisnis,2018,89.0,122.0,85.0
82101,Magister Antropologi,S-2,Ilmu Budaya,2018,22.0,23.0,29.0
81101,Magister Arkeologi,S-2,Ilmu Budaya,2018,13.0,4.0,8.0
23101,Magister Arsitektur,S-2,Teknik,2018,42.0,36.0,39.0
68102,Magister Bioetika,S-2,Pascasarjana,2018,10.0,11.0,0.0
46101,Magister Biologi,S-2,Biologi,2018,42.0,101.0,81.0
46102,Magister Bioteknologi,S-2,Pascasarjana,2018,32.0,24.0,37.0
54102,Magister Ekonomi Pertanian,S-2,Pertanian,2018,13.0,18.0,17.0
60102,Magister Ekonomika Pembangunan,S-2,Ekonomika dan Bisnis,2018,129.0,154.0,139.0
48102,Magister Farmasi Klinik,S-2,Farmasi,2018,39.0,34.0,41.0
